RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
2,Bahrain,Sakhir,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2019,2019-03-31,Bahrain Grand Prix,conventional,Practice 1,2019-03-29 14:00:00+03:00,2019-03-29 11:00:00,Practice 2,2019-03-29 18:00:00+03:00,2019-03-29 15:00:00,Practice 3,2019-03-30 15:00:00+03:00,2019-03-30 12:00:00,Qualifying,2019-03-30 18:00:00+03:00,2019-03-30 15:00:00,Race,2019-03-31 18:10:00+03:00,2019-03-31 15:10:00,True
