Time,Status
0 days 00:00:04.427000,Inactive
0 days 01:02:22.559000,Started
0 days 01:05:38.712000,Aborted
0 days 01:41:00.104000,Started
0 days 03:00:46.058000,Finished
0 days 03:04:03.484000,Finalised
0 days 03:04:03.484000,Ends
