Time,Status,Message
0 days 00:07:38.778000,2,Yellow
0 days 00:07:45.735000,4,SCDeployed
0 days 00:20:01.446000,1,AllClear
0 days 01:06:31.369000,2,Yellow
0 days 01:07:06.365000,6,VSCDeployed
0 days 01:10:26.389000,7,VSCEnding
0 days 01:10:40.273000,1,AllClear
0 days 01:10:45.365000,2,Yellow
0 days 01:10:53.057000,1,AllClear
