RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
13,Hungary,Budapest,FORMULA 1 ARAMCO MAGYAR NAGYDÍJ 2022,2022-07-31,Hungarian Grand Prix,conventional,Practice 1,2022-07-29 14:00:00+02:00,2022-07-29 12:00:00,Practice 2,2022-07-29 17:00:00+02:00,2022-07-29 15:00:00,Practice 3,2022-07-30 13:00:00+02:00,2022-07-30 11:00:00,Qualifying,2022-07-30 16:00:00+02:00,2022-07-30 14:00:00,Race,2022-07-31 15:00:00+02:00,2022-07-31 13:00:00,True
