X,Y,Number,Letter,Angle,Distance,Type,Rotation
3689.0374001567743,631.3189725875945,1,,-24.903645119677286,295.8602816168071,corners,357.0
2384.0669137610676,3686.0714516243042,2,,77.31677056705472,633.2381675657683,corners,357.0
-5565.825567829175,374.2425523226766,3,,145.17933231096453,1499.6936791456124,corners,357.0
-4862.6651767420935,-1723.1620080668729,4,,-26.596082318859345,1719.9604653736683,corners,357.0
-7728.697050002749,-3377.074091094411,5,,-199.97457302181692,2064.2110366524053,corners,357.0
-7617.318818496836,-3926.026038238873,6,,-202.2750973368365,2122.1062219887135,corners,357.0
-10710.063798831094,-6235.337256785684,7,,68.56357028741353,2503.9272517424984,corners,357.0
-11409.887894367614,-4438.977047761271,8,,25.432318001574835,2701.913132664636,corners,357.0
-11606.2553499057,-4286.033173998214,9,,66.83944441448027,2724.7424248228936,corners,357.0
-11886.309274295963,-4199.07140004945,10,,81.38530281497013,2758.002530291675,corners,357.0
-12352.278964478111,-4129.880226960703,11,,-114.90392566439111,2803.6698611981883,corners,357.0
-12573.09027225614,-3645.1900160358095,12,,50.828198968469465,2859.97124233201,corners,357.0
-16186.999703336216,-5197.330621083427,13,,138.08555118825365,3260.3605697692333,corners,357.0
-16888.82437537549,-7335.751780162162,14,,-183.8775543415825,3487.3889742895785,corners,357.0
-16846.43031172375,-9555.895632026248,15,,-154.64793221960304,3703.1418502432534,corners,357.0
-13660.610623947281,-11108.575388918323,16,,-59.75879758332747,4059.8286086342405,corners,357.0
-12714.251049135808,-9481.44133662404,17,,-36.31538752111932,4258.055677146481,corners,357.0
-11029.53380137574,-7796.23853385484,18,,-37.21067888992388,4478.294583919783,corners,357.0
-10524.590291121332,-6346.5942106800085,19,,-31.487940217715586,4634.024558695155,corners,357.0
-8077.3100390339205,-4403.674074673621,20,,-53.634965928817174,4962.694666618903,corners,357.0
1029.999974614282,-606.9999507740081,1,,-73.13953187807041,5939.558629184672,lights,357.0
2730.9793980622508,106.6390987696459,2,,-66.11496023541231,172.1428245310448,lights,357.0
2850.0381702945488,2883.6075903922756,3,,24.316603627287655,550.9524468133776,lights,357.0
81.04559770946435,2874.1220607359282,4,,110.43498876764136,872.3351912659674,lights,357.0
-4173.433732790165,1073.3629450613498,5,,114.16430961642959,1346.7308037788553,lights,357.0
-5139.521994675931,-870.1419130597205,6,,24.663336163942184,1627.9174314557636,lights,357.0
-6584.424049661554,-2569.1709712508573,7,,120.5923071347656,1930.978224292749,lights,357.0
-7675.783902170338,-3669.5393390472004,8,,-154.0741884914087,2091.92157306828,lights,357.0
-9643.53131230543,-5479.8099771627785,9,,127.78017160051189,4771.476050775716,lights,357.0
-11204.260065573151,-5110.065499960844,10,,17.047273407064374,2630.141296773434,lights,357.0
-11750.763726257564,-4231.84838725637,11,,71.33664365590565,2742.602633796866,lights,357.0
-13182.313830766872,-3639.398971612027,12,,105.27344209945468,2920.8083683131586,lights,357.0
-15337.941462531899,-4659.551982771574,13,,120.31820398734567,3172.3023616726387,lights,357.0
-16633.66727306698,-6289.814472027784,14,,-197.15952985399423,3381.096614038823,lights,357.0
-16855.772916389225,-8386.695409177853,15,,-177.2526787157389,3580.5781842314577,lights,357.0
-16561.15542592651,-9741.353808777376,16,,-117.37100938389631,3738.1980548943793,lights,357.0
-13612.56372543123,-11079.614861223077,17,,-51.02767944122879,4070.011835374064,lights,357.0
-13126.742933044905,-10215.097749570685,18,,-205.17969355993458,4166.270976900163,lights,357.0
-11029.53380137574,-7796.23853385484,19,,-32.05302542231951,4478.294583919783,lights,357.0
-8795.742711830237,-4951.689211964504,20,,-52.8888078675767,4859.489320007222,lights,357.0
-4265.7616197761545,-2746.243732654896,21,,112.65613733961561,5366.5582086800105,lights,357.0
856.1648902759389,-678.2292150142589,1,,-67.43400021224758,5925.334213383389,sectors,357.0
2743.829418137415,112.31083963508581,2,,-66.08415827141506,190.03607783426008,sectors,357.0
2879.4977996011257,2819.85880442954,3,,25.01534481839809,534.2048180118848,sectors,357.0
155.55825346119855,2902.104156260337,4,,111.01210425779604,872.3351912659674,sectors,357.0
-4117.549158568575,1097.4790399051471,5,,113.31569512884138,1346.7308037788553,sectors,357.0
