Time,Status
0 days 00:00:06.686000,Inactive
0 days 01:01:37.514000,Started
0 days 01:24:52.404000,Aborted
0 days 01:42:52.932000,Started
0 days 01:48:22.411000,Aborted
0 days 02:07:52.937000,Started
0 days 03:07:52.946000,Finished
0 days 03:12:39.707000,Finalised
0 days 03:16:34.872000,Ends
