Time,Status,Message
0 days 00:00:00,1,AllClear
0 days 01:03:40.534000,2,Yellow
0 days 01:03:46.992000,1,AllClear
0 days 01:06:24.939000,2,Yellow
0 days 01:06:28.074000,1,AllClear
0 days 01:57:59.631000,2,Yellow
0 days 01:59:00.629000,1,AllClear
0 days 02:01:59.716000,2,Yellow
0 days 02:02:28.234000,6,VSCDeployed
0 days 02:06:03.103000,7,VSCEnding
0 days 02:06:16.780000,1,AllClear
0 days 02:13:01.978000,2,Yellow
0 days 02:14:18.971000,4,SCDeployed
0 days 02:23:46.597000,1,AllClear
