Time,Status
0 days 00:00:07.778000,Inactive
0 days 00:33:59.522000,Started
0 days 02:06:03.087000,Aborted
0 days 02:40:00.166000,Started
0 days 02:47:36.144000,Finished
0 days 02:51:29.361000,Finalised
0 days 02:52:41.670000,Ends
