Time,Status,Message
0 days 00:03:10.938000,1,AllClear
0 days 00:19:50.532000,2,Yellow
0 days 00:19:55.120000,1,AllClear
0 days 00:20:08.332000,2,Yellow
0 days 00:20:19.942000,1,AllClear
0 days 00:24:07.065000,6,VSCDeployed
0 days 00:25:11.222000,7,VSCEnding
0 days 00:25:23.675000,1,AllClear
0 days 00:25:53.043000,2,Yellow
0 days 00:29:45.733000,1,AllClear
0 days 01:07:40.570000,2,Yellow
0 days 01:08:33.328000,4,SCDeployed
0 days 01:19:20.193000,1,AllClear
