RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
10,Great Britain,Silverstone,FORMULA 1 2018 ROLEX BRITISH GRAND PRIX,2018-07-08,British Grand Prix,conventional,Practice 1,2018-07-06 10:00:00+01:00,2018-07-06 09:00:00,Practice 2,2018-07-06 14:00:00+01:00,2018-07-06 13:00:00,Practice 3,2018-07-07 11:00:00+01:00,2018-07-07 10:00:00,Qualifying,2018-07-07 14:00:00+01:00,2018-07-07 13:00:00,Race,2018-07-08 14:10:00+01:00,2018-07-08 13:10:00,True
