Time,Status,Message
0 days 00:15:04.279000,2,Yellow
0 days 00:15:14.559000,6,VSCDeployed
0 days 00:16:02.173000,7,VSCEnding
0 days 00:16:16.333000,1,AllClear
0 days 01:17:28.040000,2,Yellow
0 days 01:17:35.690000,6,VSCDeployed
0 days 01:18:47.016000,7,VSCEnding
0 days 01:19:01.500000,1,AllClear
