Time,Status,Message
0 days 00:08:05.416000,1,AllClear
0 days 01:48:58.964000,2,Yellow
0 days 01:49:14.531000,1,AllClear
0 days 02:09:18.938000,2,Yellow
0 days 02:09:21.419000,1,AllClear
0 days 02:09:26.637000,2,Yellow
0 days 02:10:18.024000,6,VSCDeployed
0 days 02:12:46.453000,7,VSCEnding
0 days 02:12:58.041000,1,AllClear
