Time,Status
0 days 00:00:07.566000,Inactive
0 days 00:33:28.079000,Started
0 days 01:13:02.096000,Aborted
0 days 01:39:59.929000,Started
0 days 02:20:34.351000,Finished
0 days 02:23:28.865000,Finalised
0 days 02:23:28.865000,Ends
