Time,Status,Message
0 days 00:00:00,1,AllClear
0 days 01:02:52.655000,2,Yellow
0 days 01:03:12.328000,1,AllClear
0 days 01:03:47.819000,2,Yellow
0 days 01:04:10,4,SCDeployed
0 days 01:07:12.953000,5,Red
0 days 03:03:47.299000,1,AllClear
