Time,Status
0 days 00:00:01.983000,Inactive
0 days 01:02:35.625000,Started
0 days 01:07:12.481000,Aborted
0 days 03:14:00.147000,Started
0 days 04:04:19.984000,Finished
0 days 04:15:06.423000,Finalised
0 days 04:15:06.423000,Ends
