Time,Status
0 days 00:00:13.842000,Inactive
0 days 02:04:00.206000,Started
0 days 02:54:02.558000,Aborted
0 days 03:14:00.322000,Started
0 days 04:00:30.722000,Finished
0 days 04:04:22.266000,Finalised
0 days 04:04:22.910000,Ends
