Time,Status
0 days 00:00:06.135000,Inactive
0 days 01:02:04.960000,Started
0 days 02:30:15.522000,Aborted
0 days 03:12:59.758000,Started
0 days 03:26:09.619000,Finished
0 days 03:29:38.553000,Finalised
0 days 03:38:10.903000,Ends
