Time,Status,Message
0 days 00:00:00,1,AllClear
0 days 01:00:00.637000,2,Yellow
0 days 01:00:13.856000,1,AllClear
0 days 01:00:14.200000,2,Yellow
0 days 01:00:46.199000,1,AllClear
0 days 01:01:00.340000,2,Yellow
0 days 01:01:15.230000,1,AllClear
0 days 01:02:32.198000,2,Yellow
0 days 01:02:50.182000,4,SCDeployed
0 days 01:05:35.568000,5,Red
0 days 01:26:51.553000,1,AllClear
