Time,Status
0 days 00:00:04.539000,Inactive
0 days 01:02:22.839000,Started
0 days 01:05:35.193000,Aborted
0 days 01:30:00.364000,Started
0 days 02:59:11.943000,Finished
0 days 03:03:12.846000,Finalised
0 days 03:03:12.846000,Ends
