Time,Status
0 days 00:00:09.073000,Inactive
0 days 01:02:12.824000,Started
0 days 01:06:14.981000,Aborted
0 days 01:31:00.096000,Started
0 days 03:06:56.230000,Finished
0 days 03:10:49.843000,Finalised
0 days 03:20:51.986000,Ends
