Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:03:26.322000,VER,33,0 days 00:01:17.665000,1.0,1.0,,,,0 days 00:00:25.796000,0 days 00:00:22.803000,,0 days 01:03:03.544000,0 days 01:03:26.441000,262.0,268.0,286.0,210.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:02:08.438000,2021-09-05 13:03:08.447,1,1.0,False,,False,False
0 days 01:04:41.300000,VER,33,0 days 00:01:14.978000,2.0,1.0,,,0 days 00:00:26.015000,0 days 00:00:26.037000,0 days 00:00:22.926000,0 days 01:03:52.337000,0 days 01:04:18.374000,0 days 01:04:41.300000,274.0,266.0,285.0,281.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:03:26.322000,2021-09-05 13:04:26.331,1,1.0,False,,False,True
0 days 01:05:56.113000,VER,33,0 days 00:01:14.813000,3.0,1.0,,,0 days 00:00:26.031000,0 days 00:00:26.015000,0 days 00:00:22.767000,0 days 01:05:07.331000,0 days 01:05:33.346000,0 days 01:05:56.113000,275.0,267.0,286.0,,True,SOFT,6.0,False,Red Bull Racing,0 days 01:04:41.300000,2021-09-05 13:05:41.309,1,1.0,False,,False,True
0 days 01:07:11.030000,VER,33,0 days 00:01:14.917000,4.0,1.0,,,0 days 00:00:25.926000,0 days 00:00:26.033000,0 days 00:00:22.958000,0 days 01:06:22.039000,0 days 01:06:48.072000,0 days 01:07:11.030000,276.0,268.0,287.0,283.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:05:56.113000,2021-09-05 13:06:56.122,1,1.0,False,,False,True
0 days 01:08:25.912000,VER,33,0 days 00:01:14.882000,5.0,1.0,,,0 days 00:00:25.846000,0 days 00:00:26.055000,0 days 00:00:22.981000,0 days 01:07:36.876000,0 days 01:08:02.931000,0 days 01:08:25.912000,,269.0,288.0,284.0,False,SOFT,8.0,False,Red Bull Racing,0 days 01:07:11.030000,2021-09-05 13:08:11.039,1,1.0,False,,False,True
0 days 01:09:40.812000,VER,33,0 days 00:01:14.900000,6.0,1.0,,,0 days 00:00:25.887000,0 days 00:00:26.082000,0 days 00:00:22.931000,0 days 01:08:51.799000,0 days 01:09:17.881000,0 days 01:09:40.812000,277.0,268.0,289.0,286.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:08:25.912000,2021-09-05 13:09:25.921,1,1.0,False,,False,True
0 days 01:10:55.920000,VER,33,0 days 00:01:15.108000,7.0,1.0,,,0 days 00:00:25.962000,0 days 00:00:26.223000,0 days 00:00:22.923000,0 days 01:10:06.774000,0 days 01:10:32.997000,0 days 01:10:55.920000,278.0,269.0,291.0,288.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:09:40.812000,2021-09-05 13:10:40.821,1,1.0,False,,False,True
0 days 01:12:11.058000,VER,33,0 days 00:01:15.138000,8.0,1.0,,,0 days 00:00:26.044000,0 days 00:00:26.150000,0 days 00:00:22.944000,0 days 01:11:21.964000,0 days 01:11:48.114000,0 days 01:12:11.058000,,268.0,286.0,,False,SOFT,11.0,False,Red Bull Racing,0 days 01:10:55.920000,2021-09-05 13:11:55.929,1,1.0,False,,False,True
0 days 01:13:26.191000,VER,33,0 days 00:01:15.133000,9.0,1.0,,,0 days 00:00:26.087000,0 days 00:00:26.130000,0 days 00:00:22.916000,0 days 01:12:37.145000,0 days 01:13:03.275000,0 days 01:13:26.191000,275.0,268.0,286.0,283.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:12:11.058000,2021-09-05 13:13:11.067,1,1.0,False,,False,True
0 days 01:14:41.252000,VER,33,0 days 00:01:15.061000,10.0,1.0,,,0 days 00:00:25.977000,0 days 00:00:26.075000,0 days 00:00:23.009000,0 days 01:13:52.168000,0 days 01:14:18.243000,0 days 01:14:41.252000,277.0,268.0,287.0,285.0,False,SOFT,13.0,False,Red Bull Racing,0 days 01:13:26.191000,2021-09-05 13:14:26.200,1,1.0,False,,False,True
