Time,Status,Message
0 days 00:00:00,1,AllClear
0 days 01:02:26.276000,2,Yellow
0 days 01:02:38.097000,5,Red
0 days 01:54:02.388000,1,AllClear
0 days 02:11:53.059000,2,Yellow
0 days 02:12:03.034000,1,AllClear
0 days 02:55:58.711000,2,Yellow
0 days 02:56:11.429000,4,SCDeployed
0 days 03:04:51.200000,1,AllClear
0 days 03:20:51.705000,2,Yellow
0 days 03:22:47.062000,1,AllClear
