RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
14,Italy,Monza,FORMULA 1 GRAN PREMIO HEINEKEN D'ITALIA 2019,2019-09-08,Italian Grand Prix,conventional,Practice 1,2019-09-06 11:00:00+02:00,2019-09-06 09:00:00,Practice 2,2019-09-06 15:00:00+02:00,2019-09-06 13:00:00,Practice 3,2019-09-07 12:00:00+02:00,2019-09-07 10:00:00,Qualifying,2019-09-07 15:00:00+02:00,2019-09-07 13:00:00,Race,2019-09-08 15:10:00+02:00,2019-09-08 13:10:00,True
