Time,Status,Message
0 days 00:00:02.936000,2,Yellow
0 days 00:06:31.711000,1,AllClear
0 days 02:31:34.690000,2,Yellow
0 days 02:31:57.090000,6,VSCDeployed
0 days 02:32:50.946000,7,VSCEnding
0 days 02:33:02.399000,1,AllClear
