Time,Status,Message
0 days 00:14:50.789000,1,AllClear
0 days 00:34:34.281000,2,Yellow
0 days 00:34:38.530000,4,SCDeployed
0 days 00:43:48.619000,1,AllClear
0 days 00:47:51.675000,2,Yellow
0 days 00:48:04.656000,6,VSCDeployed
0 days 00:51:21.870000,7,VSCEnding
0 days 00:51:34.104000,1,AllClear
0 days 02:01:04.848000,2,Yellow
0 days 02:01:34.561000,1,AllClear
0 days 02:01:36.124000,2,Yellow
0 days 02:03:00.479000,1,AllClear
0 days 02:14:57.626000,2,Yellow
0 days 02:15:13.561000,1,AllClear
