Driver,Lap,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
VER,1,2021-08-29 16:17:00.305,3724,0,1,0,False,1,car,0 days 00:00:00.063000,0 days 04:15:59.178000
VER,1,2021-08-29 16:17:00.545,3487,0,1,0,False,1,car,0 days 00:00:00.303000,0 days 04:15:59.418000
VER,1,2021-08-29 16:17:00.785,3719,0,1,0,False,1,car,0 days 00:00:00.543000,0 days 04:15:59.658000
VER,1,2021-08-29 16:17:01.025,3589,0,1,0,False,1,car,0 days 00:00:00.783000,0 days 04:15:59.898000
VER,1,2021-08-29 16:17:01.265,3567,0,1,0,False,1,car,0 days 00:00:01.023000,0 days 04:16:00.138000
VER,1,2021-08-29 16:17:01.505,3737,0,1,0,False,1,car,0 days 00:00:01.263000,0 days 04:16:00.378000
VER,1,2021-08-29 16:17:01.785,3605,0,1,0,False,1,car,0 days 00:00:01.543000,0 days 04:16:00.658000
VER,1,2021-08-29 16:17:02.025,3740,0,1,0,False,1,car,0 days 00:00:01.783000,0 days 04:16:00.898000
VER,1,2021-08-29 16:17:02.265,3633,0,1,0,False,1,car,0 days 00:00:02.023000,0 days 04:16:01.138000
VER,1,2021-08-29 16:17:02.505,3304,0,1,0,False,1,car,0 days 00:00:02.263000,0 days 04:16:01.378000
VER,1,2021-08-29 16:17:02.745,3022,0,1,0,False,1,car,0 days 00:00:02.503000,0 days 04:16:01.618000
VER,1,2021-08-29 16:17:02.985,3419,0,1,0,False,1,car,0 days 00:00:02.743000,0 days 04:16:01.858000
VER,1,2021-08-29 16:17:03.186,3408,3,1,0,False,1,car,0 days 00:00:02.944000,0 days 04:16:02.059000
VER,1,2021-08-29 16:17:03.466,3535,5,1,0,False,1,car,0 days 00:00:03.224000,0 days 04:16:02.339000
VER,1,2021-08-29 16:17:03.706,3053,7,1,0,False,1,car,0 days 00:00:03.464000,0 days 04:16:02.579000
VER,1,2021-08-29 16:17:03.946,3408,9,1,0,False,1,car,0 days 00:00:03.704000,0 days 04:16:02.819000
VER,1,2021-08-29 16:17:04.186,3350,12,1,0,False,1,car,0 days 00:00:03.944000,0 days 04:16:03.059000
VER,1,2021-08-29 16:17:04.426,2444,15,1,0,False,1,car,0 days 00:00:04.184000,0 days 04:16:03.299000
VER,1,2021-08-29 16:17:04.666,2636,19,1,0,False,1,car,0 days 00:00:04.424000,0 days 04:16:03.539000
VER,1,2021-08-29 16:17:04.906,2552,22,1,11,False,1,car,0 days 00:00:04.664000,0 days 04:16:03.779000
VER,1,2021-08-29 16:17:05.146,3109,26,1,17,False,1,car,0 days 00:00:04.904000,0 days 04:16:04.019000
VER,1,2021-08-29 16:17:05.386,3714,34,1,19,False,1,car,0 days 00:00:05.144000,0 days 04:16:04.259000
VER,1,2021-08-29 16:17:05.626,4971,40,1,25,False,1,car,0 days 00:00:05.384000,0 days 04:16:04.499000
VER,1,2021-08-29 16:17:05.866,5780,49,1,30,False,1,car,0 days 00:00:05.624000,0 days 04:16:04.739000
VER,1,2021-08-29 16:17:06.105,7278,53,1,35,False,1,car,0 days 00:00:05.863000,0 days 04:16:04.978000
VER,1,2021-08-29 16:17:06.345,8215,58,1,37,False,1,car,0 days 00:00:06.103000,0 days 04:16:05.218000
VER,1,2021-08-29 16:17:06.585,9335,63,1,25,False,1,car,0 days 00:00:06.343000,0 days 04:16:05.458000
VER,1,2021-08-29 16:17:06.825,7655,63,1,0,False,1,car,0 days 00:00:06.583000,0 days 04:16:05.698000
VER,1,2021-08-29 16:17:07.065,6470,59,1,0,False,1,car,0 days 00:00:06.823000,0 days 04:16:05.938000
VER,1,2021-08-29 16:17:07.305,6333,59,1,1,False,1,car,0 days 00:00:07.063000,0 days 04:16:06.178000
VER,1,2021-08-29 16:17:07.545,6309,58,1,0,False,1,car,0 days 00:00:07.303000,0 days 04:16:06.418000
VER,1,2021-08-29 16:17:07.785,5893,54,1,0,False,1,car,0 days 00:00:07.543000,0 days 04:16:06.658000
VER,1,2021-08-29 16:17:08.025,5653,53,1,0,False,1,car,0 days 00:00:07.783000,0 days 04:16:06.898000
VER,1,2021-08-29 16:17:08.265,5345,50,1,0,False,1,car,0 days 00:00:08.023000,0 days 04:16:07.138000
VER,1,2021-08-29 16:17:08.505,5124,47,1,0,False,1,car,0 days 00:00:08.263000,0 days 04:16:07.378000
VER,1,2021-08-29 16:17:08.745,4914,46,1,2,False,1,car,0 days 00:00:08.503000,0 days 04:16:07.618000
VER,1,2021-08-29 16:17:08.985,4963,44,1,2,False,1,car,0 days 00:00:08.743000,0 days 04:16:07.858000
VER,1,2021-08-29 16:17:09.225,4828,44,1,4,False,1,car,0 days 00:00:08.983000,0 days 04:16:08.098000
VER,1,2021-08-29 16:17:09.465,4465,44,1,5,False,1,car,0 days 00:00:09.223000,0 days 04:16:08.338000
VER,1,2021-08-29 16:17:09.666,5361,45,1,4,False,1,car,0 days 00:00:09.424000,0 days 04:16:08.539000
VER,1,2021-08-29 16:17:09.946,4744,47,1,5,False,1,car,0 days 00:00:09.704000,0 days 04:16:08.819000
VER,1,2021-08-29 16:17:10.186,5289,48,1,4,False,1,car,0 days 00:00:09.944000,0 days 04:16:09.059000
VER,1,2021-08-29 16:17:10.426,5610,50,1,7,False,1,car,0 days 00:00:10.184000,0 days 04:16:09.299000
VER,1,2021-08-29 16:17:10.666,5772,51,1,7,False,1,car,0 days 00:00:10.424000,0 days 04:16:09.539000
VER,1,2021-08-29 16:17:10.906,5972,54,1,8,False,1,car,0 days 00:00:10.664000,0 days 04:16:09.779000
VER,1,2021-08-29 16:17:11.146,6584,56,1,9,False,1,car,0 days 00:00:10.904000,0 days 04:16:10.019000
VER,1,2021-08-29 16:17:11.386,6455,59,1,11,False,1,car,0 days 00:00:11.144000,0 days 04:16:10.259000
VER,1,2021-08-29 16:17:11.626,6808,62,1,11,False,1,car,0 days 00:00:11.384000,0 days 04:16:10.499000
VER,1,2021-08-29 16:17:11.866,7206,65,1,15,False,1,car,0 days 00:00:11.624000,0 days 04:16:10.739000
VER,1,2021-08-29 16:17:12.106,7468,68,1,17,False,1,car,0 days 00:00:11.864000,0 days 04:16:10.979000
VER,1,2021-08-29 16:17:12.346,7916,70,1,22,False,1,car,0 days 00:00:12.104000,0 days 04:16:11.219000
VER,1,2021-08-29 16:17:12.586,8215,75,1,28,False,1,car,0 days 00:00:12.344000,0 days 04:16:11.459000
VER,1,2021-08-29 16:17:12.825,8781,79,1,29,False,1,car,0 days 00:00:12.583000,0 days 04:16:11.698000
VER,1,2021-08-29 16:17:13.105,9564,85,1,38,False,1,car,0 days 00:00:12.863000,0 days 04:16:11.978000
VER,1,2021-08-29 16:17:13.345,10264,90,1,44,False,1,car,0 days 00:00:13.103000,0 days 04:16:12.218000
VER,1,2021-08-29 16:17:13.585,11224,99,1,50,False,1,car,0 days 00:00:13.343000,0 days 04:16:12.458000
VER,1,2021-08-29 16:17:13.825,12032,103,1,46,False,1,car,0 days 00:00:13.583000,0 days 04:16:12.698000
VER,1,2021-08-29 16:17:14.065,10492,105,2,0,True,1,car,0 days 00:00:13.823000,0 days 04:16:12.938000
VER,1,2021-08-29 16:17:14.305,8891,104,2,0,True,1,car,0 days 00:00:14.063000,0 days 04:16:13.178000
VER,1,2021-08-29 16:17:14.545,8696,101,2,0,True,1,car,0 days 00:00:14.303000,0 days 04:16:13.418000
VER,1,2021-08-29 16:17:14.785,8344,97,2,0,True,1,car,0 days 00:00:14.543000,0 days 04:16:13.658000
VER,1,2021-08-29 16:17:15.025,8253,94,2,0,True,1,car,0 days 00:00:14.783000,0 days 04:16:13.898000
VER,1,2021-08-29 16:17:15.265,7790,90,2,0,True,1,car,0 days 00:00:15.023000,0 days 04:16:14.138000
VER,1,2021-08-29 16:17:15.505,7681,88,2,3,False,1,car,0 days 00:00:15.263000,0 days 04:16:14.378000
VER,1,2021-08-29 16:17:15.745,7721,88,2,5,False,1,car,0 days 00:00:15.503000,0 days 04:16:14.618000
VER,1,2021-08-29 16:17:15.985,7808,90,2,26,False,1,car,0 days 00:00:15.743000,0 days 04:16:14.858000
VER,1,2021-08-29 16:17:16.186,8538,95,2,41,False,1,car,0 days 00:00:15.944000,0 days 04:16:15.059000
VER,1,2021-08-29 16:17:16.426,9096,97,2,52,False,1,car,0 days 00:00:16.184000,0 days 04:16:15.299000
VER,1,2021-08-29 16:17:16.666,10368,106,2,58,False,1,car,0 days 00:00:16.424000,0 days 04:16:15.539000
VER,1,2021-08-29 16:17:16.906,9990,110,2,6,False,1,car,0 days 00:00:16.664000,0 days 04:16:15.779000
VER,1,2021-08-29 16:17:17.146,9669,109,2,0,True,1,car,0 days 00:00:16.904000,0 days 04:16:16.019000
VER,1,2021-08-29 16:17:17.386,9324,106,2,0,True,1,car,0 days 00:00:17.144000,0 days 04:16:16.259000
VER,1,2021-08-29 16:17:17.626,9145,105,2,1,False,1,car,0 days 00:00:17.384000,0 days 04:16:16.499000
VER,1,2021-08-29 16:17:17.866,9167,103,2,9,False,1,car,0 days 00:00:17.624000,0 days 04:16:16.739000
VER,1,2021-08-29 16:17:18.106,9120,104,2,16,False,1,car,0 days 00:00:17.864000,0 days 04:16:16.979000
VER,1,2021-08-29 16:17:18.386,9242,105,2,16,False,1,car,0 days 00:00:18.144000,0 days 04:16:17.259000
VER,1,2021-08-29 16:17:18.626,9408,106,2,22,False,1,car,0 days 00:00:18.384000,0 days 04:16:17.499000
VER,1,2021-08-29 16:17:18.866,9564,108,2,23,False,1,car,0 days 00:00:18.624000,0 days 04:16:17.739000
VER,1,2021-08-29 16:17:19.146,9676,110,2,25,False,1,car,0 days 00:00:18.904000,0 days 04:16:18.019000
VER,1,2021-08-29 16:17:19.385,9968,111,2,34,False,1,car,0 days 00:00:19.143000,0 days 04:16:18.258000
VER,1,2021-08-29 16:17:19.625,10228,116,2,40,False,1,car,0 days 00:00:19.383000,0 days 04:16:18.498000
VER,1,2021-08-29 16:17:19.865,10624,120,2,42,False,1,car,0 days 00:00:19.623000,0 days 04:16:18.738000
VER,1,2021-08-29 16:17:20.105,10393,123,2,34,False,1,car,0 days 00:00:19.863000,0 days 04:16:18.978000
VER,1,2021-08-29 16:17:20.345,8919,123,2,29,False,1,car,0 days 00:00:20.103000,0 days 04:16:19.218000
VER,1,2021-08-29 16:17:20.585,9108,125,3,35,False,1,car,0 days 00:00:20.343000,0 days 04:16:19.458000
VER,1,2021-08-29 16:17:20.825,9247,127,3,45,False,1,car,0 days 00:00:20.583000,0 days 04:16:19.698000
VER,1,2021-08-29 16:17:21.065,9642,133,3,44,False,1,car,0 days 00:00:20.823000,0 days 04:16:19.938000
VER,1,2021-08-29 16:17:21.305,9767,136,3,46,False,1,car,0 days 00:00:21.063000,0 days 04:16:20.178000
VER,1,2021-08-29 16:17:21.545,10172,140,3,55,False,1,car,0 days 00:00:21.303000,0 days 04:16:20.418000
VER,1,2021-08-29 16:17:21.785,10642,146,3,57,False,1,car,0 days 00:00:21.543000,0 days 04:16:20.658000
VER,1,2021-08-29 16:17:22.025,10985,150,3,63,False,1,car,0 days 00:00:21.783000,0 days 04:16:20.898000
VER,1,2021-08-29 16:17:22.265,11499,157,3,67,False,1,car,0 days 00:00:22.023000,0 days 04:16:21.138000
VER,1,2021-08-29 16:17:22.505,11739,162,3,64,False,1,car,0 days 00:00:22.263000,0 days 04:16:21.378000
VER,1,2021-08-29 16:17:22.745,11039,164,3,68,False,1,car,0 days 00:00:22.503000,0 days 04:16:21.618000
VER,1,2021-08-29 16:17:22.946,10338,166,4,74,False,1,car,0 days 00:00:22.704000,0 days 04:16:21.819000
VER,1,2021-08-29 16:17:23.186,10281,174,4,48,True,1,car,0 days 00:00:22.944000,0 days 04:16:22.059000
VER,1,2021-08-29 16:17:23.426,10082,167,4,0,True,1,car,0 days 00:00:23.184000,0 days 04:16:22.299000
VER,1,2021-08-29 16:17:23.666,9722,163,4,0,True,1,car,0 days 00:00:23.424000,0 days 04:16:22.539000
VER,1,2021-08-29 16:17:23.906,9106,155,4,0,True,1,car,0 days 00:00:23.664000,0 days 04:16:22.779000
VER,1,2021-08-29 16:17:24.146,10506,150,3,0,True,1,car,0 days 00:00:23.904000,0 days 04:16:23.019000
VER,1,2021-08-29 16:17:24.386,10108,143,3,0,True,1,car,0 days 00:00:24.144000,0 days 04:16:23.259000
VER,1,2021-08-29 16:17:24.626,9793,138,3,0,True,1,car,0 days 00:00:24.384000,0 days 04:16:23.499000
VER,1,2021-08-29 16:17:24.866,9480,132,3,0,True,1,car,0 days 00:00:24.624000,0 days 04:16:23.739000
VER,1,2021-08-29 16:17:25.106,9106,129,3,0,True,1,car,0 days 00:00:24.864000,0 days 04:16:23.979000
VER,1,2021-08-29 16:17:25.346,9025,126,3,1,False,1,car,0 days 00:00:25.104000,0 days 04:16:24.219000
VER,1,2021-08-29 16:17:25.586,9045,125,3,5,False,1,car,0 days 00:00:25.344000,0 days 04:16:24.459000
VER,1,2021-08-29 16:17:25.826,8850,124,3,22,False,1,car,0 days 00:00:25.584000,0 days 04:16:24.699000
VER,1,2021-08-29 16:17:26.066,9093,126,3,31,False,1,car,0 days 00:00:25.824000,0 days 04:16:24.939000
VER,1,2021-08-29 16:17:26.305,9259,128,3,37,False,1,car,0 days 00:00:26.063000,0 days 04:16:25.178000
VER,1,2021-08-29 16:17:26.545,9483,131,3,42,False,1,car,0 days 00:00:26.303000,0 days 04:16:25.418000
VER,1,2021-08-29 16:17:26.785,9645,135,3,45,False,1,car,0 days 00:00:26.543000,0 days 04:16:25.658000
VER,1,2021-08-29 16:17:27.025,9989,136,3,47,False,1,car,0 days 00:00:26.783000,0 days 04:16:25.898000
VER,1,2021-08-29 16:17:27.265,10226,141,3,47,False,1,car,0 days 00:00:27.023000,0 days 04:16:26.138000
VER,1,2021-08-29 16:17:27.505,10537,145,3,47,False,1,car,0 days 00:00:27.263000,0 days 04:16:26.378000
VER,1,2021-08-29 16:17:27.745,10611,147,3,47,False,1,car,0 days 00:00:27.503000,0 days 04:16:26.618000
VER,1,2021-08-29 16:17:27.985,10248,150,3,39,False,1,car,0 days 00:00:27.743000,0 days 04:16:26.858000
VER,1,2021-08-29 16:17:28.225,8911,150,4,39,False,1,car,0 days 00:00:27.983000,0 days 04:16:27.098000
VER,1,2021-08-29 16:17:28.465,9270,153,4,44,False,1,car,0 days 00:00:28.223000,0 days 04:16:27.338000
VER,1,2021-08-29 16:17:28.705,9340,155,4,44,False,1,car,0 days 00:00:28.463000,0 days 04:16:27.578000
VER,1,2021-08-29 16:17:28.945,9455,158,4,46,False,1,car,0 days 00:00:28.703000,0 days 04:16:27.818000
VER,1,2021-08-29 16:17:29.185,9640,161,4,51,False,1,car,0 days 00:00:28.943000,0 days 04:16:28.058000
VER,1,2021-08-29 16:17:29.386,9625,162,4,21,True,1,car,0 days 00:00:29.144000,0 days 04:16:28.259000
VER,1,2021-08-29 16:17:29.626,9250,156,4,0,True,1,car,0 days 00:00:29.384000,0 days 04:16:28.499000
VER,1,2021-08-29 16:17:29.866,9021,147,4,0,True,1,car,0 days 00:00:29.624000,0 days 04:16:28.739000
VER,1,2021-08-29 16:17:30.106,10502,142,3,0,True,1,car,0 days 00:00:29.864000,0 days 04:16:28.979000
VER,1,2021-08-29 16:17:30.346,9736,136,3,0,True,1,car,0 days 00:00:30.104000,0 days 04:16:29.219000
VER,1,2021-08-29 16:17:30.586,9174,131,3,0,True,1,car,0 days 00:00:30.344000,0 days 04:16:29.459000
VER,1,2021-08-29 16:17:30.826,8981,127,3,4,True,1,car,0 days 00:00:30.584000,0 days 04:16:29.699000
VER,1,2021-08-29 16:17:31.066,8515,120,3,0,True,1,car,0 days 00:00:30.824000,0 days 04:16:29.939000
VER,1,2021-08-29 16:17:31.306,8265,116,3,0,False,1,car,0 days 00:00:31.064000,0 days 04:16:30.179000
VER,1,2021-08-29 16:17:31.546,8039,113,3,0,False,1,car,0 days 00:00:31.304000,0 days 04:16:30.419000
VER,1,2021-08-29 16:17:31.786,7699,109,3,0,False,1,car,0 days 00:00:31.544000,0 days 04:16:30.659000
VER,1,2021-08-29 16:17:32.026,8819,106,3,0,False,1,car,0 days 00:00:31.784000,0 days 04:16:30.899000
VER,1,2021-08-29 16:17:32.266,8960,102,2,0,False,1,car,0 days 00:00:32.024000,0 days 04:16:31.139000
VER,1,2021-08-29 16:17:32.506,8938,101,2,7,False,1,car,0 days 00:00:32.264000,0 days 04:16:31.379000
VER,1,2021-08-29 16:17:32.746,8657,99,2,12,False,1,car,0 days 00:00:32.504000,0 days 04:16:31.619000
VER,1,2021-08-29 16:17:32.985,8595,98,2,14,False,1,car,0 days 00:00:32.743000,0 days 04:16:31.858000
VER,1,2021-08-29 16:17:33.225,8588,97,2,20,False,1,car,0 days 00:00:32.983000,0 days 04:16:32.098000
VER,1,2021-08-29 16:17:33.465,8602,98,2,23,False,1,car,0 days 00:00:33.223000,0 days 04:16:32.338000
VER,1,2021-08-29 16:17:33.705,8786,99,2,27,False,1,car,0 days 00:00:33.463000,0 days 04:16:32.578000
VER,1,2021-08-29 16:17:33.945,8897,100,2,34,False,1,car,0 days 00:00:33.703000,0 days 04:16:32.818000
VER,1,2021-08-29 16:17:34.185,9166,103,2,38,False,1,car,0 days 00:00:33.943000,0 days 04:16:33.058000
VER,1,2021-08-29 16:17:34.425,9434,105,2,43,False,1,car,0 days 00:00:34.183000,0 days 04:16:33.298000
VER,1,2021-08-29 16:17:34.665,9779,109,2,43,False,1,car,0 days 00:00:34.423000,0 days 04:16:33.538000
VER,1,2021-08-29 16:17:34.905,10149,113,2,49,False,1,car,0 days 00:00:34.663000,0 days 04:16:33.778000
VER,1,2021-08-29 16:17:35.145,10569,116,2,48,False,1,car,0 days 00:00:34.903000,0 days 04:16:34.018000
VER,1,2021-08-29 16:17:35.385,10627,120,2,35,False,1,car,0 days 00:00:35.143000,0 days 04:16:34.258000
VER,1,2021-08-29 16:17:35.625,10625,120,2,25,False,1,car,0 days 00:00:35.383000,0 days 04:16:34.498000
VER,1,2021-08-29 16:17:35.865,9664,119,2,17,False,1,car,0 days 00:00:35.623000,0 days 04:16:34.738000
VER,1,2021-08-29 16:17:36.066,8633,119,3,21,False,1,car,0 days 00:00:35.824000,0 days 04:16:34.939000
VER,1,2021-08-29 16:17:36.306,8671,120,3,31,False,1,car,0 days 00:00:36.064000,0 days 04:16:35.179000
VER,1,2021-08-29 16:17:36.546,8806,122,3,32,False,1,car,0 days 00:00:36.304000,0 days 04:16:35.419000
VER,1,2021-08-29 16:17:36.786,8996,124,3,37,False,1,car,0 days 00:00:36.544000,0 days 04:16:35.659000
VER,1,2021-08-29 16:17:37.066,9312,128,3,45,False,1,car,0 days 00:00:36.824000,0 days 04:16:35.939000
VER,1,2021-08-29 16:17:37.306,9582,131,3,52,False,1,car,0 days 00:00:37.064000,0 days 04:16:36.179000
VER,1,2021-08-29 16:17:37.546,9842,135,3,55,False,1,car,0 days 00:00:37.304000,0 days 04:16:36.419000
VER,1,2021-08-29 16:17:37.786,10371,141,3,61,False,1,car,0 days 00:00:37.544000,0 days 04:16:36.659000
VER,1,2021-08-29 16:17:38.026,10684,146,3,68,False,1,car,0 days 00:00:37.784000,0 days 04:16:36.899000
VER,1,2021-08-29 16:17:38.266,11079,153,3,68,False,1,car,0 days 00:00:38.024000,0 days 04:16:37.139000
VER,1,2021-08-29 16:17:38.506,10192,158,3,65,False,1,car,0 days 00:00:38.264000,0 days 04:16:37.379000
VER,1,2021-08-29 16:17:38.746,9967,162,4,71,False,1,car,0 days 00:00:38.504000,0 days 04:16:37.619000
VER,1,2021-08-29 16:17:38.986,10284,169,4,68,False,1,car,0 days 00:00:38.744000,0 days 04:16:37.859000
VER,1,2021-08-29 16:17:39.226,10099,173,4,13,True,1,car,0 days 00:00:38.984000,0 days 04:16:38.099000
VER,1,2021-08-29 16:17:39.466,9864,164,4,0,True,1,car,0 days 00:00:39.224000,0 days 04:16:38.339000
VER,1,2021-08-29 16:17:39.705,9239,157,4,0,True,1,car,0 days 00:00:39.463000,0 days 04:16:38.578000
VER,1,2021-08-29 16:17:39.945,9030,150,4,0,True,1,car,0 days 00:00:39.703000,0 days 04:16:38.818000
VER,1,2021-08-29 16:17:40.185,10079,140,4,0,True,1,car,0 days 00:00:39.943000,0 days 04:16:39.058000
VER,1,2021-08-29 16:17:40.425,9468,135,3,0,True,1,car,0 days 00:00:40.183000,0 days 04:16:39.298000
VER,1,2021-08-29 16:17:40.665,9327,130,3,3,False,1,car,0 days 00:00:40.423000,0 days 04:16:39.538000
VER,1,2021-08-29 16:17:40.905,9134,128,3,5,False,1,car,0 days 00:00:40.663000,0 days 04:16:39.778000
VER,1,2021-08-29 16:17:41.145,8869,126,3,9,False,1,car,0 days 00:00:40.903000,0 days 04:16:40.018000
VER,1,2021-08-29 16:17:41.385,8951,125,3,18,False,1,car,0 days 00:00:41.143000,0 days 04:16:40.258000
VER,1,2021-08-29 16:17:41.665,9083,126,3,30,False,1,car,0 days 00:00:41.423000,0 days 04:16:40.538000
VER,1,2021-08-29 16:17:41.905,9154,127,3,37,False,1,car,0 days 00:00:41.663000,0 days 04:16:40.778000
VER,1,2021-08-29 16:17:42.145,9346,129,3,38,False,1,car,0 days 00:00:41.903000,0 days 04:16:41.018000
VER,1,2021-08-29 16:17:42.385,9448,131,3,41,False,1,car,0 days 00:00:42.143000,0 days 04:16:41.258000
VER,1,2021-08-29 16:17:42.586,9633,134,3,42,False,1,car,0 days 00:00:42.344000,0 days 04:16:41.459000
VER,1,2021-08-29 16:17:42.826,9941,136,3,48,False,1,car,0 days 00:00:42.584000,0 days 04:16:41.699000
VER,1,2021-08-29 16:17:43.066,10020,139,3,52,False,1,car,0 days 00:00:42.824000,0 days 04:16:41.939000
VER,1,2021-08-29 16:17:43.306,10490,143,3,59,False,1,car,0 days 00:00:43.064000,0 days 04:16:42.179000
VER,1,2021-08-29 16:17:43.546,10682,147,3,63,False,1,car,0 days 00:00:43.304000,0 days 04:16:42.419000
VER,1,2021-08-29 16:17:43.786,11191,153,3,65,False,1,car,0 days 00:00:43.544000,0 days 04:16:42.659000
VER,1,2021-08-29 16:17:44.026,11545,157,3,67,False,1,car,0 days 00:00:43.784000,0 days 04:16:42.899000
VER,1,2021-08-29 16:17:44.266,11546,163,3,64,False,1,car,0 days 00:00:44.024000,0 days 04:16:43.139000
VER,1,2021-08-29 16:17:44.506,10042,167,4,68,False,1,car,0 days 00:00:44.264000,0 days 04:16:43.379000
VER,1,2021-08-29 16:17:44.746,10419,171,4,72,False,1,car,0 days 00:00:44.504000,0 days 04:16:43.619000
VER,1,2021-08-29 16:17:44.986,10426,177,4,63,False,1,car,0 days 00:00:44.744000,0 days 04:16:43.859000
VER,1,2021-08-29 16:17:45.226,9150,177,5,44,False,1,car,0 days 00:00:44.984000,0 days 04:16:44.099000
VER,1,2021-08-29 16:17:45.466,9016,177,5,35,False,1,car,0 days 00:00:45.224000,0 days 04:16:44.339000
VER,1,2021-08-29 16:17:45.706,9168,178,5,43,False,1,car,0 days 00:00:45.464000,0 days 04:16:44.579000
VER,1,2021-08-29 16:17:45.946,9020,178,5,53,False,1,car,0 days 00:00:45.704000,0 days 04:16:44.819000
VER,1,2021-08-29 16:17:46.186,9466,182,5,61,False,1,car,0 days 00:00:45.944000,0 days 04:16:45.059000
VER,1,2021-08-29 16:17:46.425,9474,185,5,64,False,1,car,0 days 00:00:46.183000,0 days 04:16:45.298000
VER,1,2021-08-29 16:17:46.665,9620,189,5,71,False,1,car,0 days 00:00:46.423000,0 days 04:16:45.538000
VER,1,2021-08-29 16:17:46.905,9976,193,5,83,False,1,car,0 days 00:00:46.663000,0 days 04:16:45.778000
VER,1,2021-08-29 16:17:47.145,10302,198,5,92,False,1,car,0 days 00:00:46.903000,0 days 04:16:46.018000
VER,1,2021-08-29 16:17:47.385,10726,206,5,98,False,1,car,0 days 00:00:47.143000,0 days 04:16:46.258000
VER,1,2021-08-29 16:17:47.625,10971,211,5,100,False,1,car,0 days 00:00:47.383000,0 days 04:16:46.498000
VER,1,2021-08-29 16:17:47.865,11106,217,5,100,False,1,car,0 days 00:00:47.623000,0 days 04:16:46.738000
VER,1,2021-08-29 16:17:48.105,11314,220,5,100,False,1,car,0 days 00:00:47.863000,0 days 04:16:46.978000
VER,1,2021-08-29 16:17:48.345,9972,220,5,100,False,1,car,0 days 00:00:48.103000,0 days 04:16:47.218000
VER,1,2021-08-29 16:17:48.585,10106,223,6,100,False,1,car,0 days 00:00:48.343000,0 days 04:16:47.458000
VER,1,2021-08-29 16:17:48.825,10239,227,6,100,False,1,car,0 days 00:00:48.583000,0 days 04:16:47.698000
VER,1,2021-08-29 16:17:49.065,10242,223,6,1,True,1,car,0 days 00:00:48.823000,0 days 04:16:47.938000
VER,1,2021-08-29 16:17:49.266,9425,213,6,0,True,1,car,0 days 00:00:49.024000,0 days 04:16:48.139000
VER,1,2021-08-29 16:17:49.506,8744,201,6,0,True,1,car,0 days 00:00:49.264000,0 days 04:16:48.379000
VER,1,2021-08-29 16:17:49.746,9762,194,5,0,True,1,car,0 days 00:00:49.504000,0 days 04:16:48.619000
VER,1,2021-08-29 16:17:49.986,10602,185,5,0,True,1,car,0 days 00:00:49.744000,0 days 04:16:48.859000
VER,1,2021-08-29 16:17:50.226,10718,183,4,3,False,1,car,0 days 00:00:49.984000,0 days 04:16:49.099000
VER,1,2021-08-29 16:17:50.466,10549,177,4,15,False,1,car,0 days 00:00:50.224000,0 days 04:16:49.339000
VER,1,2021-08-29 16:17:50.706,10580,175,4,49,False,1,car,0 days 00:00:50.464000,0 days 04:16:49.579000
VER,1,2021-08-29 16:17:50.946,10452,176,4,56,False,1,car,0 days 00:00:50.704000,0 days 04:16:49.819000
VER,1,2021-08-29 16:17:51.186,10840,179,4,61,False,1,car,0 days 00:00:50.944000,0 days 04:16:50.059000
VER,1,2021-08-29 16:17:51.426,10985,181,4,75,False,1,car,0 days 00:00:51.184000,0 days 04:16:50.299000
VER,1,2021-08-29 16:17:51.666,11066,186,4,76,False,1,car,0 days 00:00:51.424000,0 days 04:16:50.539000
VER,1,2021-08-29 16:17:51.906,11336,188,4,77,False,1,car,0 days 00:00:51.664000,0 days 04:16:50.779000
VER,1,2021-08-29 16:17:52.146,11703,191,4,77,False,1,car,0 days 00:00:51.904000,0 days 04:16:51.019000
VER,1,2021-08-29 16:17:52.386,11921,197,4,69,False,1,car,0 days 00:00:52.144000,0 days 04:16:51.259000
VER,1,2021-08-29 16:17:52.626,10801,199,5,68,False,1,car,0 days 00:00:52.384000,0 days 04:16:51.499000
VER,1,2021-08-29 16:17:52.866,10399,203,5,73,False,1,car,0 days 00:00:52.624000,0 days 04:16:51.739000
VER,1,2021-08-29 16:17:53.105,10705,206,5,83,False,1,car,0 days 00:00:52.863000,0 days 04:16:51.978000
VER,1,2021-08-29 16:17:53.385,10463,209,5,85,False,1,car,0 days 00:00:53.143000,0 days 04:16:52.258000
VER,1,2021-08-29 16:17:53.625,10116,203,5,0,True,1,car,0 days 00:00:53.383000,0 days 04:16:52.498000
VER,1,2021-08-29 16:17:53.865,9713,189,5,0,True,1,car,0 days 00:00:53.623000,0 days 04:16:52.738000
VER,1,2021-08-29 16:17:54.105,9749,181,5,0,True,1,car,0 days 00:00:53.863000,0 days 04:16:52.978000
VER,1,2021-08-29 16:17:54.345,10176,173,4,0,True,1,car,0 days 00:00:54.103000,0 days 04:16:53.218000
VER,1,2021-08-29 16:17:54.585,9577,162,4,0,True,1,car,0 days 00:00:54.343000,0 days 04:16:53.458000
VER,1,2021-08-29 16:17:54.825,9936,156,4,0,True,1,car,0 days 00:00:54.583000,0 days 04:16:53.698000
